pixel_x,pixel_y,mmx,mmy,filename
431,176,9.0,99.5,pinBack/img_x9.0_y99.5_z132.jpg
1237,351,-2.5,102.0,pinBack/img_x-2.5_y102.0_z132.jpg
957,316,1.5,101.5,pinBack/img_x1.5_y101.5_z132.jpg
957,351,1.5,102.0,pinBack/img_x1.5_y102.0_z132.jpg
1237,316,-2.5,101.5,pinBack/img_x-2.5_y101.5_z132.jpg
186,141,12.5,99.0,pinBack/img_x12.5_y99.0_z132.jpg
256,176,11.5,99.5,pinBack/img_x11.5_y99.5_z132.jpg
641,421,6.0,103.0,pinBack/img_x6.0_y103.0_z132.jpg
1027,141,0.5,99.0,pinBack/img_x0.5_y99.0_z132.jpg
291,491,11.0,104.0,pinBack/img_x11.0_y104.0_z132.jpg
817,176,3.5,99.5,pinBack/img_x3.5_y99.5_z132.jpg
151,246,13.0,100.5,pinBack/img_x13.0_y100.5_z132.jpg
1097,562,-0.5,105.0,pinBack/img_x-0.5_y105.0_z132.jpg
1097,176,-0.5,99.5,pinBack/img_x-0.5_y99.5_z132.jpg
501,351,8.0,102.0,pinBack/img_x8.0_y102.0_z132.jpg
326,526,10.5,104.5,pinBack/img_x10.5_y104.5_z132.jpg
536,456,7.5,103.5,pinBack/img_x7.5_y103.5_z132.jpg
1062,386,0.0,102.5,pinBack/img_x0.0_y102.5_z132.jpg
396,386,9.5,102.5,pinBack/img_x9.5_y102.5_z132.jpg
186,211,12.5,100.0,pinBack/img_x12.5_y100.0_z132.jpg
782,281,4.0,101.0,pinBack/img_x4.0_y101.0_z132.jpg
817,211,3.5,100.0,pinBack/img_x3.5_y100.0_z132.jpg
1097,456,-0.5,103.5,pinBack/img_x-0.5_y103.5_z132.jpg
501,526,8.0,104.5,pinBack/img_x8.0_y104.5_z132.jpg
957,526,1.5,104.5,pinBack/img_x1.5_y104.5_z132.jpg
291,386,11.0,102.5,pinBack/img_x11.0_y102.5_z132.jpg
1132,421,-1.0,103.0,pinBack/img_x-1.0_y103.0_z132.jpg
922,246,2.0,100.5,pinBack/img_x2.0_y100.5_z132.jpg
396,491,9.5,104.0,pinBack/img_x9.5_y104.0_z132.jpg
676,316,5.5,101.5,pinBack/img_x5.5_y101.5_z132.jpg
536,562,7.5,105.0,pinBack/img_x7.5_y105.0_z132.jpg
326,351,10.5,102.0,pinBack/img_x10.5_y102.0_z132.jpg
1062,491,0.0,104.0,pinBack/img_x0.0_y104.0_z132.jpg
81,176,14.0,99.5,pinBack/img_x14.0_y99.5_z132.jpg
1202,491,-2.0,104.0,pinBack/img_x-2.0_y104.0_z132.jpg
641,176,6.0,99.5,pinBack/img_x6.0_y99.5_z132.jpg
711,141,5.0,99.0,pinBack/img_x5.0_y99.0_z132.jpg
256,316,11.5,101.5,pinBack/img_x11.5_y101.5_z132.jpg
116,562,13.5,105.0,pinBack/img_x13.5_y105.0_z132.jpg
746,351,4.5,102.0,pinBack/img_x4.5_y102.0_z132.jpg
81,491,14.0,104.0,pinBack/img_x14.0_y104.0_z132.jpg
852,421,3.0,103.0,pinBack/img_x3.0_y103.0_z132.jpg
361,281,10.0,101.0,pinBack/img_x10.0_y101.0_z132.jpg
466,176,8.5,99.5,pinBack/img_x8.5_y99.5_z132.jpg
887,456,2.5,103.5,pinBack/img_x2.5_y103.5_z132.jpg
1167,211,-1.5,100.0,pinBack/img_x-1.5_y100.0_z132.jpg
711,386,5.0,102.5,pinBack/img_x5.0_y102.5_z132.jpg
746,526,4.5,104.5,pinBack/img_x4.5_y104.5_z132.jpg
116,456,13.5,103.5,pinBack/img_x13.5_y103.5_z132.jpg
81,386,14.0,102.5,pinBack/img_x14.0_y102.5_z132.jpg
466,281,8.5,101.0,pinBack/img_x8.5_y101.0_z132.jpg
1202,386,-2.0,102.5,pinBack/img_x-2.0_y102.5_z132.jpg
992,281,1.0,101.0,pinBack/img_x1.0_y101.0_z132.jpg
606,211,6.5,100.0,pinBack/img_x6.5_y100.0_z132.jpg
887,562,2.5,105.0,pinBack/img_x2.5_y105.0_z132.jpg
431,316,9.0,101.5,pinBack/img_x9.0_y101.5_z132.jpg
221,421,12.0,103.0,pinBack/img_x12.0_y103.0_z132.jpg
711,491,5.0,104.0,pinBack/img_x5.0_y104.0_z132.jpg
571,246,7.0,100.5,pinBack/img_x7.0_y100.5_z132.jpg
1027,316,0.5,101.5,pinBack/img_x0.5_y101.5_z132.jpg
