pixel_x,pixel_y,mmx,mmy,filename
554,528,93.0,120.0,DihImages_R/img_x93.0_y120.0_z185.jpg
554,275,93.0,117.0,DihImages_R/img_x93.0_y117.0_z185.jpg
849,401,89.5,118.5,DihImages_R/img_x89.5_y118.5_z185.jpg
596,317,92.5,117.5,DihImages_R/img_x92.5_y117.5_z185.jpg
1018,485,87.5,119.5,DihImages_R/img_x87.5_y119.5_z185.jpg
1271,106,84.5,115.0,DihImages_R/img_x84.5_y115.0_z185.jpg
386,232,95.0,116.5,DihImages_R/img_x95.0_y116.5_z185.jpg
1187,232,85.5,116.5,DihImages_R/img_x85.5_y116.5_z185.jpg
217,485,97.0,119.5,DihImages_R/img_x97.0_y119.5_z185.jpg
470,106,94.0,115.0,DihImages_R/img_x94.0_y115.0_z185.jpg
765,401,90.5,118.5,DihImages_R/img_x90.5_y118.5_z185.jpg
49,401,99.0,118.5,DihImages_R/img_x99.0_y118.5_z185.jpg
1355,528,83.5,120.0,DihImages_R/img_x83.5_y120.0_z185.jpg
639,64,92.0,114.5,DihImages_R/img_x92.0_y114.5_z185.jpg
723,359,91.0,118.0,DihImages_R/img_x91.0_y118.0_z185.jpg
1355,275,83.5,117.0,DihImages_R/img_x83.5_y117.0_z185.jpg
259,443,96.5,119.0,DihImages_R/img_x96.5_y119.0_z185.jpg
344,148,95.5,115.5,DihImages_R/img_x95.5_y115.5_z185.jpg
1313,190,84.0,116.0,DihImages_R/img_x84.0_y116.0_z185.jpg
91,359,98.5,118.0,DihImages_R/img_x98.5_y118.0_z185.jpg
1397,443,83.0,119.0,DihImages_R/img_x83.0_y119.0_z185.jpg
681,190,91.5,116.0,DihImages_R/img_x91.5_y116.0_z185.jpg
1018,64,87.5,114.5,DihImages_R/img_x87.5_y114.5_z185.jpg
1271,359,84.5,118.0,DihImages_R/img_x84.5_y118.0_z185.jpg
301,275,96.0,117.0,DihImages_R/img_x96.0_y117.0_z185.jpg
301,528,96.0,120.0,DihImages_R/img_x96.0_y120.0_z185.jpg
849,148,89.5,115.5,DihImages_R/img_x89.5_y115.5_z185.jpg
133,190,98.0,116.0,DihImages_R/img_x98.0_y116.0_z185.jpg
175,317,97.5,117.5,DihImages_R/img_x97.5_y117.5_z185.jpg
1229,401,85.0,118.5,DihImages_R/img_x85.0_y118.5_z185.jpg
807,232,90.0,116.5,DihImages_R/img_x90.0_y116.5_z185.jpg
976,106,88.0,115.0,DihImages_R/img_x88.0_y115.0_z185.jpg
